randomindex,X,system.index,Aridity_Index,Biome,CHELSA_Annual_Mean_Temperature,CHELSA_Annual_Precipitation,CHELSA_Isothermality,CHELSA_Max_Temperature_of_Warmest_Month,CHELSA_Mean_Diurnal_Range,CHELSA_Mean_Temperature_of_Coldest_Quarter,CHELSA_Mean_Temperature_of_Driest_Quarter,CHELSA_Mean_Temperature_of_Warmest_Quarter,CHELSA_Mean_Temperature_of_Wettest_Quarter,CHELSA_Min_Temperature_of_Coldest_Month,CHELSA_Precipitation_Seasonality,CHELSA_Precipitation_of_Coldest_Quarter,CHELSA_Precipitation_of_Driest_Month,CHELSA_Precipitation_of_Driest_Quarter,CHELSA_Precipitation_of_Warmest_Quarter,CHELSA_Precipitation_of_Wettest_Month,CHELSA_Precipitation_of_Wettest_Quarter,CHELSA_Temperature_Annual_Range,CHELSA_Temperature_Seasonality,Depth_to_Water_Table,EarthEnvCloudCover_MODCF_interannualSD,EarthEnvCloudCover_MODCF_intraannualSD,EarthEnvCloudCover_MODCF_meanannual,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,Human_Development_Percentage,Human_Disturbance,LandCoverClass_Cultivated_and_Managed_Vegetation,LandCoverClass_Urban_Builtup,SG_Absolute_depth_to_bedrock,SG_Clay_Content_0_100cm,SG_Coarse_fragments_0_100cm,SG_Sand_Content_0_100cm,SG_Silt_Content_0_100cm,SG_Soil_pH_H2O_0_100cm,WDPA,WorldClim2_SolarRadiation_AnnualMean,WorldClim2_WindSpeed_AnnualMean,cropland,grazing,index,info_coverage,leaf_habit,no_plots,pasture,rangeland,year,.geo,longitude,latitude
2182,1693,00000000000000000df2_0,14239,Tropical moist broadleaf forests,249.23938,1957.1078,205.13593,294.93134,21.572763,206.58516,221.76662,282.58096,282.20905,189.76808,88.397575,103.250206,31.066591,97.183334,1080.4592,425.93207,1219.6614,105.16324,2851.174,24.279398,993,407,6924,0.8836067,-0.10583006,0.003457259,29,-0.5019747,-0.000146022,71,5.700574,40,0.38228574,40,0,874.518,33.67276,13.210888,34.644535,31.68205,56.978157,0,16427.916,3.4416666,0,0,0,0.990873533,92.76306479,1,0,0,1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.82916666666665,22.004166666666663]}",120.8291667,22.00416667
2183,2396,00000000000000000b30_0,13684,Tropical moist broadleaf forests,234.1357,2953.2993,357.98785,290.45117,43.391785,193.9554,217.25908,264.32434,238.92319,169.24065,76.72566,520.294,39.067307,123.23536,555.8718,654.5972,1732.1846,121.21053,2543.1792,28.294613,911,960,8362,-0.64204514,-0.73183376,-0.015973236,541.5,-0.080922656,-0.000323827,158.5,13.221447,5,0.24414295,5,0,424.67783,29.282282,17.190508,41.006565,29.742783,52.755886,0,18084.084,2.375,6.1655045,0,0,0.8125,88.81665269,1,0,0,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.96249999999998,15.979166666666671]}",107.9625,15.97916667
2184,5257,00000000000000001f9c_0,6962,Tropical grasslands,201.81633,1157.2845,333.3957,326.37537,88.66164,112.13715,152.32652,281.6243,261.14825,60.440186,17.341724,259.10034,70.01672,221.0669,249.06659,125.01672,349.05017,265.93515,6218.1167,2.892632,1214,601,5875,-0.44721365,0.023783322,0.014400692,68,-0.0923094,-3.75E-05,6.5,0.33492815,44,0.49168697,44,0,3115.4575,17.158604,1.4004964,59.085518,23.654856,56.90875,0,16038.5,2.975,28.630249,54.981632,0,1,100,1,54.981632,0,1992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.75416666666666,30.0625]}",-95.75416667,30.0625
2185,6415,00000000000000001c01_0,5795,Boreal forests or taiga,11.090288,499.90027,203.90855,227.269,89.33744,-164.75462,-150.77274,166.57632,165.81444,-210.85602,52.422462,77,18,60,217.91698,87.9833,245.9666,438.125,12287.5205,0.76158744,1163,620,5486,0.6309036,0.20690143,0.06155893,506.5,0.30537558,3.30E-05,6.5,0.41340312,0,0.015062709,0,0,2395.9229,22.02184,10.770736,45.15603,32.88709,61.904587,0,12389.583,3.175,0,0.6943251,0,1,100,1,0.6943251,0,1979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-105.6375,54.19583333333333]}",-105.6375,54.19583333
2186,14358,000000000000000036bb_0,17458,Tropical moist broadleaf forests,238.91403,3022.0657,480.30902,300.3536,52.96941,225.62885,240.41518,253.76819,228.21233,190.07167,66.226715,1338.9722,16.983532,79.9506,232.8682,465.66888,1388.9896,110.28195,933.38403,25.891289,959,1631,7513,-0.669365,0.60462904,-0.08492519,356.5,0.014625276,-0.000275304,58,4.1335535,0,0.17971939,0,0,11342.039,34.119724,23.399689,48.631176,17.202095,49.346626,0,16296.083,1.5583334,1.9626161,0,0,1,65.54134469,1,0,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-10.870833333333337,7.654166666666669]}",-10.87083333,7.654166667
2187,1088,00000000000000000bc2_0,12796,Tropical dry broadleaf forests,243.97563,3680.8757,380.02963,301.6317,48.041992,202.86194,228.63846,273.3789,232.69244,175.2151,82.65434,708.6363,46.916973,147.78436,636.3247,879.48645,2364.8586,126.416595,2551.8677,25.354527,1116,887,7614,0.60860586,-0.25618976,-0.15297693,393.5,0.03937448,-0.000120828,101,7.443342,9,0.25761208,9,0,927.34985,33.32887,18.073587,36.828106,29.9026,53.739613,0,18198.416,2.0416667,3.136122,0.09021235,0,0.565217391,94.04276538,1,0.09021235,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.99583333333334,15.729166666666671]}",107.9958333,15.72916667
2188,1528,0000000000000000062a_0,13869,Tropical dry broadleaf forests,238.12833,2897.404,399.53586,296.36966,52.00712,196.92593,224.3979,266.50818,242.79985,166.2008,66.73676,462.25836,55.033802,167.06845,654.4725,612.56006,1571.011,130.16885,2514.8066,71.74627,1302,912,7592,-0.36306652,-0.93156993,0.43469232,491,0.088841796,6.74E-05,109.5,10.196413,0,0.17811297,0,0,609.5228,31.16292,16.306787,38.241463,30.543947,52.79841,0,18282.75,1.8416667,3.5532432,0,0,0.657142857,98.59714957,1,0,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.71249999999998,15.8125]}",107.7125,15.8125
2189,4831,000000000000000012c9_0,8714,Tundra,-88.261246,448.86877,132.97327,158.6008,62.515175,-286.02448,-213.49728,108.694115,108.694115,-311.53305,62.707447,43.033978,8.0001955,27.017044,215.81667,78.93322,215.81667,470.13382,14886.217,34.706703,1296,1360,5085,0.5828653,0.6223601,0.08109153,759,0.36258352,-0.000474265,147.5,13.521212,0,0.005527142,0,0,7.905037,11.597688,15.423493,54.67887,33.739292,51.100044,0,10342,2.4666667,0,0,0,1,80.02581467,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.17916666666667,60.462500000000006]}",150.1791667,60.4625
2190,13715,00000000000000003647_0,17617,Tropical moist broadleaf forests,237.64832,3088.704,478.1315,299.09967,52.657776,224.46063,238.98094,252.60712,227.02159,188.96722,66.9698,1379.5005,16.983252,78.94951,227.94731,473.9759,1420.5168,110.13242,935.6848,47.819035,939,1665,7459,-0.72518563,0.48337424,0.096208036,366,-0.14969997,6.91E-06,73,6.5383854,18,0.22848982,18,0,11786.693,32.292023,26.787714,52.95307,14.827076,50.790047,0,16325.083,1.55,11.963967,0,0,1,83.54166667,1,0,0,2006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-10.962500000000006,7.654166666666669]}",-10.9625,7.654166667
2191,6754,00000000000000002ba7_0,17012,Boreal forests or taiga,-3.9674966,1000.5428,180.36456,195.61472,75.66936,-168.83669,-168.83669,142.75981,140.922,-223.92111,31.061495,161.33514,51.10066,161.33514,352.90335,130.33456,366.9368,419.53586,11475.9,0,889,867,6889,-0.4249769,-0.8465558,-0.24095003,518,-0.08303883,-2.58E-05,35,2.8394895,0,6.35E-06,0,0,325.02893,18.206781,16.42111,50.85719,30.890976,51.42662,0,11474.667,3.9666667,0,0.67397857,0,1,94.73046769,1,0.67397857,0,1985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.3625,51.02916666666667]}",-69.3625,51.02916667
2192,2731,00000000000000000396_0,15118,Tropical moist broadleaf forests,233.58142,2179.9773,419.24783,290.4155,54.914417,193.08109,221.91751,259.96243,238.58548,159.43219,64.410835,321.1163,46.84967,150.54826,475.81573,449.7316,1195.0958,130.98332,2420.8955,106.12966,1115,852,7827,0.80975705,0.5867644,0.03298915,565,0.10125925,0.000135323,181.5,15.338816,0,0.15063705,0,0,358.29532,30.270737,21.226671,40.189953,29.57159,51.45217,0,18312.666,1.6916666,7.2543473,0,0,0.888888889,91.15384625,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.47916666666669,15.804166666666674]}",107.4791667,15.80416667
2193,14101,00000000000000002feb_0,3810,Tropical moist broadleaf forests,109.90355,941.47925,538.9248,159.22704,66.64245,80.44991,80.44991,127.37021,125.912636,35.56887,81.01359,35.167076,11.050124,35.167076,524.0235,190.0856,542.156,123.658165,1735.2644,164.33238,1098,1954,6145,-0.9706391,0.0813419,0.04190143,3043.5,0.21774867,-0.000210352,126.5,11.6273775,0,0.23078132,0,0,1345.0146,32.631382,9.943551,40.824364,26.537191,56.49648,0,16471.166,2.2083333,11.1340685,61.135723,0,1,99.79675293,1,61.135723,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.34583333333333,-17.58749999999999]}",-65.34583333,-17.5875
2194,6073,00000000000000003cee_0,10702,Tropical grasslands,181.74371,1745.7966,642.0697,237.80464,69.55448,175.93874,177.10603,192.21286,177.76425,129.4761,41.86621,563.75104,54.88295,168.61565,446.33185,227.6494,648.2491,108.32854,585.3257,5.6718445,1082,2009,5305,0.91885245,0.37916535,0.069340296,1606.5,0.34124112,-5.00E-05,32,2.4336195,41,0.5427649,41,0,4673.5312,47.454193,7.1362004,27.059664,25.61383,55.41765,0,18479.75,1.55,0,0,0,1,100,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.89583333333334,7.504166666666663]}",35.89583333,7.504166667
2195,14313,00000000000000003429_0,14606,Tropical moist broadleaf forests,194.52084,1668.3534,432.67075,270.2626,69.72201,151.11557,162.08702,235.18083,235.18083,109.11928,31.359474,294.54794,82.915955,252.76457,627.8947,222.59851,627.8947,161.14333,3072.7705,75.32633,1071,741,6574,0.012895666,-0.36445373,-0.023894357,395.5,-0.032123506,0.000267136,195.5,17.937702,0,0.19916397,0,0,1264.4935,41.995674,2.2687647,34.82888,23.07742,50.460426,0,13499.833,2.1333332,5.429823,22.778898,0,1,96.15936206,2,22.778898,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.054166666666674,-27.35416666666667]}",-49.05416667,-27.35416667
2196,4881,00000000000000002f86_0,8538,Mangroves,267.69437,2030.558,256.792,288.61426,10.913106,251.53549,252.75153,281.19104,278.4312,246.11641,30.05548,288.06573,85.01643,267.11563,642.11365,236.06548,687.16327,42.49785,1127.9293,13.548646,1037,743,5582,0.34110063,-0.855019,-0.132173,7.5,0.009035027,-0.000207217,39,3.166408,52,0.50620526,52,0,931.35516,44.607433,7.6429057,26.139963,29.26809,57.714607,0,19230.75,4.0833335,3.7023325,3.0255592,0,1,96.27755053,1,3.0255592,0,2006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.65416666666667,18.22916666666667]}",-65.65416667,18.22916667
2197,3604,00000000000000003b5a_0,11557,Tropical moist broadleaf forests,239.45879,1675.681,576.3228,285.768,48.79776,231.58444,239.84163,249.91684,233.37634,201.0971,39.05531,483.9155,41,148,331.89987,227.96587,672.8814,84.67089,675.7119,4.6901836,973,766,7489,-0.22882536,0.18372896,0.17147186,401,-0.11535482,2.46E-05,14,0.6653769,0,0.050065085,0,0,3940.0928,33.247147,10.083893,55.364594,11.4517565,46.699036,0,15877.417,1.0416666,0,0,0,0.857466063,76.67450792,1,0,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.29583333333332,2.2125000000000057]}",16.29583333,2.2125
2198,298,0000000000000000016c_0,19133,Temperate conifer forests,161.32132,956.58655,298.65732,253.26607,69.73094,77.73808,78.08219,229.49702,229.49702,19.7846,74.16234,31.06776,9,31.03388,518.4693,184.85666,518.4693,233.48148,5606.1973,0,1097,2078,6327,-0.08221136,-0.6739626,0.0741858,1262.5,-0.036358472,-0.001130982,114,7.4224806,11,0.13446495,11,0,10762.946,16.38434,28.57503,52.025253,31.74778,60.82707,0,15270.333,1.0666667,2.0185392,0.20474033,0,0.982300885,90.15939027,1,0.20474033,0,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.02916666666664,28.25416666666667]}",97.02916667,28.25416667
2199,6212,00000000000000001037_0,2289,Temperate grasslands,161.83682,377.06702,388.38794,300.1848,96.97154,91.59313,236.25139,236.25139,145.72093,50.507774,18.585657,108.05047,24,74,74,39,113,249.67703,5225.5938,5.2069664,1143,1013,4548,0.2788224,0.56499934,0.108008996,88.5,0.046105534,9.44E-06,4,0.26062185,0,0.076236494,0,0,5369.7725,26.674473,12.555958,61.58986,11.716874,67.59193,0,17051.834,3.0333333,0,20.709034,0,1,94.73683929,1,0,20.709034,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3458333333333,-35.75416666666666]}",144.3458333,-35.75416667
2200,2926,00000000000000000b66_0,14681,Tropical moist broadleaf forests,217.0327,3430.8396,373.9054,273.13916,45.180256,178.13248,200.6883,246.11655,206.65752,152.30573,73.64099,603.2226,48.03333,147.20038,688.91705,740.80786,1989.3202,120.83342,2460.878,3.7526171,862,879,8386,-0.14437473,-0.62399715,0.007868636,851,-0.016899155,-0.000195433,84,7.890991,29,0.306417,29,0,650.359,28.843311,18.247887,42.42152,28.632055,50.947536,0,17956.834,2.4416666,27.711082,0.13265139,0,0.6875,83.61742409,1,0.13265139,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.96249999999998,15.904166666666669]}",107.9625,15.90416667
2201,4277,000000000000000034ba_0,9585,Tropical moist broadleaf forests,217.54065,1532.7108,560.10583,278.25714,83.52426,180.92224,192.2264,240.82605,237.90115,129.13486,59.645267,112.91604,32.96654,102.89962,688.4473,250.849,731.4972,149.12227,2195.9238,28.04788,1279,1796,5554,-0.49123973,0.020530963,0.015855867,605.5,-0.3919757,5.52E-05,18,0.96293086,59,0.30689994,59,0,589.9456,44.049774,0.96715134,42.47863,13.411749,53.80133,0,14869.25,1.9833333,38.057434,51.985977,0,0.747826087,77.9756593,1,51.985977,0,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-47.70416666666668,-22.47916666666667]}",-47.70416667,-22.47916667
2202,15021,000000000000000006ff_0,14569,Tropical moist broadleaf forests,228.6061,2974.7778,376.151,286.10983,47.07839,188.14986,212.67578,258.25882,217.674,160.95148,84.67781,584.8279,53.84902,170.48038,414.98376,739.2426,1910.8328,125.15835,2532.6372,37.555447,1073,930,8032,-0.79883474,-0.5280256,-0.09921481,651.5,-0.11077069,0.000219313,134,10.366329,0,0.18899275,0,0,994.86444,30.42543,18.311655,41.614624,27.983248,53.79583,0,18166.5,2.1333332,0.87571263,0,0,0.666666667,98.125,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76249999999999,16.02083333333333]}",107.7625,16.02083333
2203,4086,00000000000000000189_0,19309,Tropical moist broadleaf forests,263.90955,2318.9082,717.0515,287.3481,32.63228,260.78125,261.04852,268.99823,261.88824,241.83914,44.364216,285.13394,83.03351,271.06702,487.03418,343.03616,954.83954,45.508957,281.3326,0,968,1067,7745,-0.6424088,-0.4735747,-0.16254033,21.5,-0.39884707,-0.000137355,16.5,1.5486536,84,0.2648252,84,0,1189.3622,40.906124,3.5870826,33.07401,26.038713,52.398438,0,17202.666,2.1083333,45.60098,6.181664,0,0.990588235,95.35738848,1,6.181664,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.40416666666664,-5.612499999999997]}",104.4041667,-5.6125
2204,2684,0000000000000000030f_0,17577,Tropical moist broadleaf forests,215.45665,2939.0024,424.48584,271.71628,54.851135,176.22578,203.57982,241.28683,220.50029,142.49835,63.96099,428.21747,60.116634,186.24942,690.80634,603.6006,1577.4656,129.21791,2354.9575,34.626003,928,738,8401,-0.58324456,-0.70587236,-0.008875696,886,0.10551134,6.44E-05,127.5,10.733078,0,0.15221436,0,0,342.0571,31.012829,16.719734,41.3581,27.646639,52.283356,0,18056.5,1.875,5.457783,0,0,0.789473684,81.33333333,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.4375,15.845833333333331]}",107.4375,15.84583333
2205,13950,00000000000000002fd5_0,3801,Tropical moist broadleaf forests,105.463394,1066.7247,539.0968,154.52466,66.49842,76.08252,76.08252,122.89485,121.44801,31.173126,82.26627,38.132637,12.033164,38.132637,594.3854,216.49457,623.4179,123.35154,1730.4404,35.275284,1068,2090,6073,-0.49133885,0.8439075,0.040520605,3121.5,-0.023867482,-6.33E-05,233.5,20.450108,0,0.23193136,0,0,3277.1538,30.092442,15.497059,40.937756,28.970293,55.758358,0,16305.333,2.2083333,16.955318,39.864502,0,1,100,1,39.864502,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.39583333333333,-17.545833333333334]}",-65.39583333,-17.54583333
2206,4360,00000000000000003563_0,19017,Tropical moist broadleaf forests,249.41212,3066.4758,492.01193,302.62115,46.28717,236.94136,251.49709,262.84946,236.94136,208.5438,74.13418,1546.1963,15.983287,71.933395,186.9328,526.732,1546.1963,94.07734,880.6141,11.055163,899,1637,7325,0.78801286,0.20993981,0.11231296,128,-0.01291474,-4.74E-05,25,1.5006646,0,0.1684356,0,0,11686.103,28.18179,38.71046,58.56038,13.339874,49.499565,0,16218.25,1.5166667,32.60988,22.179567,0,0.5,95.65306122,1,22.179567,0,2006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-11.254166666666663,7.370833333333337]}",-11.25416667,7.370833333
2207,9601,00000000000000003911_0,9564,Boreal forests or taiga,31.326715,442.02478,225.26086,179.33435,59.208797,-57.853043,-32.679768,132.92004,132.92004,-83.51113,34.613396,86.95197,19.01702,62.967907,167.03598,58.03432,167.03598,262.8455,7117.058,0,1110,402,6617,0.9417013,0.33644897,0.17822078,589.5,0.4771226,-0.000166854,86,8.172672,0,0.31006092,0,0,1672.4087,9.183796,19.085133,50.68625,40.208633,55.31492,0,8990.833,2.0333333,0.5590299,0,0,1,100,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.787499999999994,60.7625]}",8.7875,60.7625
2208,1018,000000000000000009fb_0,13074,Tropical dry broadleaf forests,240.90945,3188.6958,388.17935,298.9354,49.69834,199.75978,226.07741,269.9659,245.5757,170.90533,70.04598,515.38684,41.134438,126.453835,706.4559,660.8409,1748.6984,128.03006,2539.465,12.31866,1078,894,7707,-0.3921481,-0.9196749,-0.104652,430,-0.046724133,-0.000276503,177,15.961342,0,0.22294214,0,0,445.14453,31.951303,19.064213,39.468884,28.534595,52.875088,0,18253.416,1.9666667,3.136122,0.09021235,0,0.5625,74.77491156,1,0.09021235,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.92083333333335,15.729166666666671]}",107.9208333,15.72916667
2209,4429,00000000000000000742_0,13169,Tropical dry broadleaf forests,242.72487,2690.0913,413.42075,300.159,54.13014,201.73143,230.30319,269.68497,247.71294,169.22664,65.02687,410.2762,43.000755,148.9354,621.96326,541.2128,1423.0151,130.93237,2462.8826,0.3664071,1179,1061,7511,-0.9047257,0.42530617,-0.002064393,437,-0.124937825,-1.04E-05,87.5,6.9613523,0,0.16802819,0,0,638.2245,31.703575,18.432478,38.190178,30.12717,52.204224,0,18385.5,1.7416667,6.457058,0,0,0.75,95.83333333,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77083333333331,15.587500000000006]}",107.7708333,15.5875
2210,3771,00000000000000003491_0,13443,Tropical moist broadleaf forests,212.84319,1362.8088,392.71518,282.27466,57.308098,172.04688,184.08437,252.71085,252.71085,136.3468,27.025982,263.0204,72.284454,240.85304,498.27725,175.43709,498.27725,145.92787,2969.2595,21.886627,1080,603,6335,-0.48033702,-0.7404846,0.22325444,39,0.06190425,-0.000156836,95,7.488947,32,0.41434783,32,0,1267.0581,34.187363,3.6001077,45.58659,20.23399,51.048336,0,13565.167,2.9916666,22.727678,36.845993,0,0.875,83.11807214,2,36.845993,0,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.6875,-27.445833333333326]}",-48.6875,-27.44583333
2211,7252,00000000000000003110_0,18105,Boreal forests or taiga,-8.187662,906.186,188.96405,187.80112,77.31618,-168.95763,-168.95763,137.86415,137.86415,-221.35703,17.0438,171.80006,53.933353,171.80006,284.88513,95.967384,284.88513,409.15814,11124.898,8.811689,1009,646,6770,0.9419223,0.33583048,-0.21027923,520.5,-0.65600955,-0.000185795,45,4.3312216,0,0,0,0,318.0164,19.583696,21.122242,47.371548,33.08353,50.813145,0,10903.25,3.6333332,0,0,0,1,93.72047424,1,0,0,1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.337500000000006,51.854166666666664]}",-62.3375,51.85416667
2212,4989,0000000000000000190a_0,1489,Xeric shrublands,91.00997,169.88333,293.83823,303.6502,113.282936,-30.93964,-11.863594,225.94879,109.29736,-81.87821,17.001068,35,10.983302,32.983303,39.933456,18.966852,54.966854,385.52838,9179.556,38.570282,1224,930,4863,0.10883571,0.99327135,0.46166098,1987.5,0.002272196,-0.000325019,106.5,11.522921,0,0.026338989,0,0,2988.1729,21.730745,30.704433,45.678387,32.55203,75.60907,0,17676.916,3.875,0.6935396,43.970844,0,1,100,1,0,43.970844,2010,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.55416666666667,39.5875]}",-114.5541667,39.5875
2213,1998,0000000000000000359d_0,18840,Tropical moist broadleaf forests,248.45622,2945.8457,491.38904,302.45074,47.08528,235.94588,250.48047,261.92075,235.94588,206.62993,72.905334,1464.9398,15.983566,70.98392,189.001,499.98572,1464.9398,95.8208,880.6941,19.684553,902,1596,7496,0.6631985,-0.6086998,-0.23953086,149.5,0.18171611,-1.07E-05,26.5,2.3383555,0,0.19998927,0,0,11302.845,27.970871,36.13102,56.889145,15.166972,49.85391,0,16198.417,1.4916667,6.1267047,6.9599075,0,0.909090909,90,1,6.9599075,0,2006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-11.1875,7.387500000000003]}",-11.1875,7.3875
2214,6373,0000000000000000301b_0,15399,Boreal forests or taiga,-16.311947,981.0137,180.93692,180.96867,74.99031,-178.99805,-178.99805,130.99268,130.99268,-233.48688,27.361532,159.91893,48.967396,159.91893,336.12143,112.05163,336.12143,414.4556,11340.744,2.4266117,1028,758,6953,-0.8458786,-0.22546476,0.071629204,638.5,-0.09246164,-0.000239381,45.5,3.02668,0,0,0,0,351.9019,15.913035,24.016628,52.44137,31.68019,50.517815,0,11048.833,3.625,0,0.006639578,0,1,99.5771363,4,0.006639578,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.16250000000001,51.6875]}",-65.1625,51.6875
2215,457,00000000000000001448_0,23700,Temperate broadleaf forests,94.4985,1712.5957,347.45718,172.32346,50.563274,52.599003,139.78178,139.78178,82.05547,26.79961,15.338364,456.12726,91.815735,303.38004,303.38004,173.64787,505.99356,145.52386,3080.9841,208.35625,1039,522,6504,0.9941647,0.021128275,-0.004130296,465.5,-0.4293942,-0.000432336,267.5,26.227657,0,0.09639014,0,0,239.86574,25.517641,19.722748,45.685524,28.690317,52.369804,0,14055.333,4.2916665,0.00394772,2.867082,0,0.827586207,100,1,2.867082,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[172.45416666666665,-41.304166666666674]}",172.4541667,-41.30416667
2216,789,00000000000000000773_0,13432,Tropical dry broadleaf forests,239.08165,3263.6467,401.84027,297.246,52.390697,197.87323,225.50862,267.1987,227.83495,166.86893,80.06409,607.308,52.949497,164.84859,586.129,785.1913,2061.7078,130.37708,2506.6704,41.587597,1339,969,7134,0.6665959,0.40040487,-0.2566045,463,0.10054172,0.000297299,164,13.447012,0,0.1501798,0,0,366.13284,31.99308,14.99172,38.651573,29.28522,53.384304,0,18342.166,1.7833333,10.216823,0,0,0.935483871,99.95092828,1,0,0,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77083333333331,15.729166666666671]}",107.7708333,15.72916667
